c3	5511552	5511562
c3	5550793	5550803
c6	6433080	6433090
c6	6514524	6514534
c3	3030821	3030831
c3	3084867	3084877
c9	2785308	2785318
c9	2856803	2856813
c4	551352	551362
c4	586896	586906
c3	6374296	6374306
c3	6431150	6431160
c11	888169	888179
c11	956164	956174
c9	5723280	5723290
c9	5829099	5829109
c9	1510180	1510190
c9	1584068	1584078
c13	2751438	2751448
c13	2800843	2800853
c11	1376305	1376315
c11	1427193	1427203
c8	3392959	3392969
c8	3444499	3444509
c1	6341471	6341481
c1	6411544	6411554
c7	7531061	7531071
c7	7572916	7572926
c2	6808810	6808820
c2	6877945	6877955
c10	773492	773502
c10	828877	828887
c6	5480784	5480794
c6	5531178	5531188
c7	5555730	5555740
c7	5608640	5608650
c5	5288067	5288077
c5	5340243	5340253
c5	3037475	3037485
c5	3117387	3117397
c5	5056400	5056410
c5	5102517	5102527
c5	4586157	4586167
c5	4637819	4637829
c2	9361304	9361314
c2	9430130	9430140
c5	1649903	1649913
c5	1694773	1694783
c5	6417906	6417916
c5	6478017	6478027
c5	2606967	2606977
c5	2647301	2647311
c1	103146	103156
c1	176743	176753
c9	7895346	7895356
c9	7944586	7944596
c5	72609	72619
c5	116601	116611
c6	941206	941216
c6	1003788	1003798
c5	318258	318268
c5	415937	415947
c5	3211890	3211900
c5	3271889	3271899
c8	6325607	6325617
c8	6402631	6402641
c13	3608410	3608420
c13	3706634	3706644
c2	662577	662587
c2	708148	708158
c8	4480386	4480396
c8	4512320	4512330
c6	8072981	8072991
c6	8191604	8191614
c2	115727	115737
c2	193193	193203
c7	3697388	3697398
c7	3756588	3756598
c11	2476017	2476027
c11	2559938	2559948
c12	5207836	5207846
c12	5256730	5256740
c10	4184696	4184706
c10	4254792	4254802
c3	8991649	8991659
c3	9072802	9072812
c5	621120	621130
c5	649638	649648
c7	2399605	2399615
c7	2466761	2466771
c9	4308974	4308984
c9	4341448	4341458
c1	4186618	4186628
c1	4231101	4231111
c2	2710848	2710858
c2	2788810	2788820
c13	2043583	2043593
c13	2096972	2096982
c5	2713072	2713082
c5	2839661	2839671
c2	3151652	3151662
c2	3200506	3200516
c10	7261350	7261360
c10	7320682	7320692
c2	6527097	6527107
c2	6587248	6587258
c3	6683379	6683389
c3	6733840	6733850
c13	752647	752657
c13	810237	810247
c3	5150436	5150446
c3	5195178	5195188
c4	2560717	2560727
c4	2652191	2652201
c13	869350	869360
c13	916614	916624
c12	2392765	2392775
c12	2461721	2461731
c5	3553543	3553553
c5	3618092	3618102
c2	1601262	1601272
c2	1645333	1645343
c3	4859298	4859308
c3	4900520	4900530
c4	2652191	2652201
c4	2710162	2710172
c4	3661411	3661421
c4	3900619	3900629
c8	1526609	1526619
c8	1584947	1584957
c3	9230169	9230179
c3	9324859	9324869
c11	4096215	4096225
c11	4286439	4286449
c10	3907106	3907116
c10	4009587	4009597
c2	5542910	5542920
c2	5595889	5595899
c3	4106758	4106768
c3	4204038	4204048
c3	2407121	2407131
c3	2528129	2528139
c13	156438	156448
c13	204948	204958
c9	2373866	2373876
c9	2441290	2441300
c2	4787922	4787932
c2	4843140	4843150
c4	4367950	4367960
c4	4489734	4489744
c12	114735	114745
c12	318504	318514
c6	4743428	4743438
c6	4789879	4789889
c5	1225379	1225389
c5	1325832	1325842
c6	3268395	3268405
c6	3332891	3332901
c3	3081698	3081708
c3	3134871	3134881
c4	6016268	6016278
c4	6062293	6062303
c2	5118770	5118780
c2	5148116	5148126
c6	7617087	7617097
c6	7678137	7678147
c8	4759128	4759138
c8	4796777	4796787
c4	586896	586906
c4	664877	664887
c12	3232919	3232929
c12	3303197	3303207
c6	2965324	2965334
c6	3010644	3010654
c9	2516658	2516668
c9	2617836	2617846
c4	2847722	2847732
c4	2938701	2938711
c7	4440007	4440017
c7	4482874	4482884
c10	5211963	5211973
c10	5250323	5250333
c12	4880735	4880745
c12	4959330	4959340
c3	1450958	1450968
c3	1534930	1534940
c10	5426729	5426739
c10	5539433	5539443
c12	5498819	5498829
c12	5550064	5550074
c6	5290014	5290024
c6	5360666	5360676
c13	3440791	3440801
c13	3542080	3542090
c12	430222	430232
c12	710925	710935
c3	878937	878947
c3	962267	962277
c4	436925	436935
c4	526742	526752
c2	6131919	6131929
c2	6219011	6219021
c9	1995514	1995524
c9	2014474	2014484
c8	638876	638886
c8	754088	754098
c9	985680	985690
