c1	70714	70908
c1	70963	72854
c1	76391	76555
c1	76640	76956
c1	77038	77102
c1	77167	77493
c1	77631	77796
c1	77896	78309
c1	80793	81217
c1	81315	81399
c1	83788	83866
c1	83974	84148
c1	84259	84434
c1	84546	84772
c1	84891	84990
c1	85080	85181
c1	85306	85577
c1	85688	89506
c1	96171	96207
c1	172846	172925
c1	174203	174341
c1	174446	174606
c1	174764	175769
c1	175870	175943
c1	176527	176743
c1	210501	211481
c1	211551	212710
c1	541996	542110
c1	548892	549010
c1	551026	551261
c1	560396	560545
c1	857864	860143
c1	860266	860388
c1	860511	860681
c1	860855	860973
c1	861095	861205
c1	862968	863070
c1	863125	863556
c1	864580	864683
c1	864781	864886
c1	864999	865088
c1	865243	865450
c1	865607	865764
c1	865868	866127
c1	866253	866441
c1	866911	867043
c1	867238	867414
c1	867715	867809
c1	867966	868700
c1	868858	868946
c1	869021	869141
c1	869205	869374
c1	869618	869884
c1	877190	877296
c1	877663	877822
c1	878335	878502
c1	878569	878661
c1	878771	878874
c1	878942	879120
c1	879197	879347
c1	879440	879600
c1	881581	882946
c1	884246	885313
c1	889237	890047
c1	1044225	1046402
c1	1046536	1046666
c1	1115601	1116133
c1	1116346	1116587
c1	1251616	1251625
c1	1253189	1257878
c1	1280559	1285578
c1	1285681	1286071
c1	2765386	2765526
c1	2765707	2765808
c1	2765879	2767068
c1	2877672	2878302
c1	2879024	2879745
c1	2908726	2908773
c1	2909288	2909702
c1	2909817	2909908
c1	2910268	2911246
c1	2911328	2911526
c1	2916729	2917378
c1	2917532	2917624
c1	2919207	2919353
c1	2919435	2919537
c1	2919695	2919788
c1	2920188	2920259
c1	2920404	2920498
c1	2921159	2921305
c1	2921398	2921527
c1	2924216	2924333
c1	2924532	2924652
c1	2925144	2925223
c1	2925891	2926030
c1	2926113	2926168
c1	2938172	2939837
c1	2939892	2942040
c1	2943249	2943810
c1	2944104	2944325
c1	3280046	3280080
c1	3282222	3282342
c1	3282467	3282715
c1	3284384	3284676
c1	3284786	3284992
c1	3285090	3285331
c1	3287322	3287423
c1	3610737	3611422
c1	3611460	3612358
c1	3742672	3742858
c1	3742955	3743096
c1	3743200	3743443
c1	3743709	3743799
c1	3743950	3744110
c1	3744224	3744265
c1	3744428	3744580
c1	3744660	3744775
c1	3744856	3744937
c1	3745221	3745385
c1	3745496	3745597
c1	3745692	3746081
c1	3747663	3748523
c1	3748637	3748778
c1	3748931	3749186
c1	3749323	3749413
c1	3749537	3749697
c1	3749798	3749842
c1	3749949	3750083
c1	3750349	3750470
c1	3750588	3750669
c1	3750957	3751142
c1	3751314	3751415
c1	3751559	3751997
c1	3752765	3754169
c1	3754323	3754423
c1	3754563	3754724
c1	3754896	3755549
c1	3789573	3792256
c1	3793073	3794119
c1	3934155	3935788
c1	3935901	3936262
c1	3936563	3937768
c1	3937967	3938095
c1	3938245	3938393
c1	3946894	3946940
c1	4544735	4545882
c1	4546181	4546288
c1	4546480	4546595
c1	4546809	4546948
c1	4547355	4547439
c1	4547580	4547683
c1	4547816	4547922
c1	4548043	4548193
c1	4548462	4548694
c1	4549000	4549123
c1	4549251	4549418
c1	4549501	4550205
c1	4551523	4551674
c1	4554450	4554492
c1	4706195	4707527
c1	4707775	4708011
c1	4708665	4709043
c1	4709273	4709433
c1	4710620	4710776
c1	4710884	4711022
c1	4711222	4711508
c1	4711619	4711935
c1	4712093	4712220
c1	4712488	4712778
c1	4712913	4713134
c1	4713490	4713678
c1	4714364	4714548
c1	4714624	4714820
c1	4715454	4715610
c1	4715691	4715777
c1	4715905	4715988
c1	4716149	4716235
c1	4716393	4716503
c1	4716675	4716783
c1	4724113	4724215
c1	4724309	4724407
c1	4724950	4725095
c1	4725478	4725570
c1	4725904	4726588
c1	4726731	4727097
c1	4817931	4817973
c1	4823417	4825577
c1	4825684	4825792
c1	4825952	4826104
c1	4826350	4826800
c1	4826949	4827194
c1	4827353	4827478
c1	4827692	4827831
c1	4829201	4830507
c1	4963989	4964727
c1	4964917	4965077
c1	4965220	4965444
c1	4965536	4965742
c1	4965899	4970052
c1	4970151	4971533
c1	4971626	4975885
c1	4975969	4976112
c1	4976239	4977358
c1	4977529	4977655
c1	4977815	4978085
c1	4978167	4978497
c1	4978580	4978854
c1	4979006	4979372
c1	4979460	4979571
c1	5836348	5836463
c1	5836575	5836787
c1	5836964	5837167
c1	5837574	5837732
c1	5837815	5838003
c1	5839215	5839834
c1	5975433	5975636
c1	5975729	5975930
c1	5976049	5976136
c1	5976247	5976348
c1	5976430	5976557
c1	5976696	5976874
c1	5976956	5977223
c1	5977367	5977525
c1	5977591	5977812
c1	5977905	5978276
c1	5978434	5978630
c1	5978832	5979062
c1	5979172	5979306
c1	5979383	5979536
c1	5979635	5979675
c1	5984664	5985008
c1	5985149	5985294
c1	5986105	5986210
c1	5986294	5986487
c1	5986771	5986968
c1	5987027	5987294
c1	5992210	5992249
c1	6103785	6104184
c1	6104277	6104371
c1	6104506	6104604
c1	6105083	6105208
c1	6105455	6105658
c1	6105716	6105766
c1	6106907	6107018
c1	6107927	6108036
c1	6108765	6108850
c1	6116080	6117478
c1	6117936	6118025
c1	6118691	6118840
c1	6119197	6119313
c1	6119415	6119559
c1	6120604	6120655
c1	6121789	6122871
c1	6144958	6145000
c1	6625861	6627049
c1	6637191	6638632
c1	6638740	6639036
c1	6674822	6674844
c1	6717634	6717963
c1	6718240	6718361
c1	6718645	6718716
c1	6822731	6822994
c1	6823801	6823900
c1	6870198	6870273
c1	6870646	6870781
c1	6870996	6871179
c1	6871309	6872226
c1	6896796	6896964
