c1	70714	70908
c1	70963	72854
c1	76391	76555
c1	76640	76956
c1	77038	77102
c1	77167	77493
c1	77631	77796
c1	77896	78309
c1	80793	81217
c1	81315	81399
c1	83788	83866
c1	83974	84148
c1	84259	84434
c1	84546	84772
c1	84891	84990
c1	85080	85181
c1	85306	85577
c1	85688	89506
c1	96171	96207
c1	139714	140145
c1	147245	148833
c1	172846	172925
c1	174203	174341
c1	174446	174606
c1	174764	175769
c1	175870	175943
c1	176527	176743
c1	210501	211481
c1	211551	212710
c1	541996	542110
c1	548892	549010
c1	551026	551261
c1	560396	560545
c1	857864	860143
c1	860266	860388
c1	860511	860681
c1	860855	860973
c1	861095	861205
c1	862968	863070
c1	863125	863556
c1	864580	864683
c1	864781	864886
c1	864999	865088
c1	865243	865450
c1	865607	865764
c1	865868	866127
c1	866253	866441
c1	866911	867043
c1	867238	867414
c1	867715	867809
c1	867966	868700
c1	868858	868946
c1	869021	869141
c1	869205	869374
c1	869618	869884
c1	877190	877296
c1	877663	877822
c1	878335	878502
c1	878569	878661
c1	878771	878874
c1	878942	879120
c1	879197	879347
c1	879440	879600
c1	881581	882946
c1	884246	885313
c1	889237	890047
c1	1044225	1046402
c1	1046536	1046666
c1	1115601	1116133
c1	1116346	1116587
c1	1251616	1251625
c1	1253189	1257878
c1	1280559	1285578
c1	1285681	1286071
c1	1597645	1597822
c1	1598573	1599432
c1	1599496	1599582
c1	1599750	1599885
c1	1600038	1600200
c1	1617414	1617793
c1	1617962	1618232
c1	1618358	1618493
c1	1618645	1618853
c1	1619011	1619230
c1	1619367	1619721
c1	1620091	1620223
c1	1620305	1621696
c1	1627252	1627435
c1	1627521	1628922
c1	1628980	1629183
c1	1629241	1629403
c1	1630457	1630638
c1	1630964	1631158
c1	1631255	1631456
c1	1631619	1631767
c1	1632803	1633877
c1	1634003	1634152
c1	1634220	1634307
c1	1634366	1634491
c1	1634593	1634772
c1	1634833	1635484
c1	1636369	1636437
c1	1636550	1636927
c1	1637047	1637960
c1	1638285	1638540
c1	1640615	1640839
c1	1640963	1641076
c1	1641405	1641541
c1	1641668	1641923
c1	1642155	1642277
c1	1642412	1642513
c1	1642619	1642748
c1	1643501	1643676
c1	1643841	1644060
c1	1644186	1644363
c1	1644502	1644595
c1	1644807	1644941
c1	1645089	1645311
c1	1649236	1649339
c1	1649546	1650037
c1	1650458	1650569
c1	1652374	1654344
c1	1657378	1658488
c1	1662849	1662919
c1	1663642	1663768
c1	1668362	1668441
c1	1668743	1668856
c1	1669546	1669620
c1	1669986	1670045
c1	1671436	1671498
c1	1673704	1673958
c1	1674128	1674239
c1	1675121	1675182
c1	1675273	1675369
c1	1675526	1675693
c1	1675870	1676012
c1	1676127	1676215
c1	1676392	1676597
c1	1676858	1676948
c1	1677140	1677267
c1	1679104	1679319
c1	1679411	1679578
c1	1681227	1681583
c1	1681942	1682112
c1	1682816	1683148
c1	1683514	1683663
c1	1683819	1684004
c1	1684308	1684472
c1	1684688	1684819
c1	1685087	1685209
c1	1685957	1686096
c1	1686736	1689306
c1	1695876	1696065
c1	1696392	1696552
c1	1696668	1697555
c1	1703347	1704794
c1	1704939	1705071
c1	1705343	1705668
c1	1705763	1705983
c1	1706092	1706384
c1	1706595	1706912
c1	1707097	1707289
c1	1707444	1707566
c1	1707665	1707787
c1	1707912	1708208
c1	1708352	1708691
c1	1710369	1710522
c1	1710597	1710861
c1	1711450	1711495
c1	1714389	1714435
c1	1722238	1722274
c1	2765386	2765526
c1	2765707	2765808
c1	2765879	2767068
c1	2877672	2878302
c1	2879024	2879745
c1	2908726	2908773
c1	2909288	2909702
c1	2909817	2909908
c1	2910268	2911246
c1	2911328	2911526
c1	2916729	2917378
c1	2917532	2917624
c1	2919207	2919353
c1	2919435	2919537
c1	2919695	2919788
c1	2920188	2920259
c1	2920404	2920498
c1	2921159	2921305
c1	2921398	2921527
c1	2924216	2924333
c1	2924532	2924652
c1	2925144	2925223
c1	2925891	2926030
c1	2926113	2926168
c1	2938172	2939837
c1	2939892	2942040
c1	2943249	2943810
c1	2944104	2944325
c1	3280046	3280080
c1	3282222	3282342
c1	3282467	3282715
c1	3284384	3284676
c1	3284786	3284992
c1	3285090	3285331
c1	3287322	3287423
c1	3341643	3341743
c1	3341857	3342064
c1	3362868	3363543
c1	3363862	3364333
c1	3399306	3399799
c1	3399922	3400094
c1	3400598	3400748
c1	3400923	3401002
c1	3402306	3402417
c1	3406828	3406946
c1	3407253	3407270
c1	3408156	3408308
c1	3409378	3409581
c1	3409674	3409913
c1	3410069	3410136
c1	3410225	3410322
c1	3410501	3410835
c1	3411725	3411877
c1	3413600	3413714
c1	3414033	3414133
c1	3415029	3415203
c1	3415447	3415649
c1	3415889	3416027
c1	3416746	3416867
c1	3418067	3418319
c1	3419957	3420148
c1	3432923	3433215
c1	3433722	3433906
c1	3434017	3434203
c1	3434686	3434962
c1	3435083	3435214
c1	3435332	3435484
c1	3436208	3436346
c1	3436453	3436719
c1	3436828	3437550
c1	3437659	3438309
c1	3440214	3440347
c1	3440445	3440729
c1	3440977	3441217
c1	3441331	3441500
c1	3441602	3444019
c1	3444146	3445208
c1	3447261	3448175
c1	3448384	3448603
c1	3449224	3449341
c1	3449395	3449457
c1	3449706	3449904
c1	3450163	3450397
c1	3450618	3451078
c1	3451148	3451748
c1	3478123	3478858
c1	3478952	3479185
c1	3479297	3479665
c1	3479821	3480047
c1	3480282	3480478
c1	3480773	3480830
c1	3480963	3481072
c1	3481295	3481410
c1	3481716	3483458
c1	3486975	3487096
c1	3487214	3487471
c1	3487564	3487811
